,Fecha,Medio,Tipo de medio,Título,Resumen,Alcance
399,2025-05-10,Sociedad Noticias CDMX (sitio),Portales Estatales,"Lefebvre y la URJC analizan las reformas legislativas, la ciberseguridad y sostenibilidad","Académicos, magistrados y expertos del sector financiero y bancario han debatido, entre otros temas, sobre las amenazas en el entorno digital bancario",746
400,2025-05-10,La Jornada,Diario,"Issste, UAM y los responsables","Issste, UAM y los responsables",
401,2025-05-10,EDO.MEX Diario Amanecer,Prensa Estatal,León XIV encontrará en México un clero fracturado y una nación violenta,"E expertos en asuntos religiosos y sociales anticipant una relación difícil entre México y el Vaticano, pues pueden coincidir en temas como el migratorio, pero también se pueden producir desencuentros frente a fenómenos que golpean a los mexicanos, como la violencia y las desapariciones.",
402,2025-05-10,Excélsior,Diario,Acuerdan INE y UAM producir tinta indeleble,"El Instituto Nacional Electoral (INE) y la Universidad Autónoma Metropolitana (UAM) firmaron ayer un convenio para producir la tinta indeleble que se utilizará en la elección judicial del próximo junio, con la que se marcará el pulgar de cada uno de los votantes.",
403,2025-05-10,Excélsior,Diario,Hereda a sus hijos los secretos del agave,POR PATRICIA BRISEÑO Corresponsal nacional@gimm.,
404,2025-05-10,El Heraldo de México,Diario,Firma convenio,Expresó que el éxito se verá reflejado en la participación,
405,2025-05-10,El Universal (sitio),Portales Nacionales,"Infancia sitiada: hambre, sed y sufrimiento en Gaza",A las madres en Gaza y Cisjordania,757666
406,2025-05-10,UnomásUno,Diario,León XIV encontrará en México un clero fracturado y una nación violenta,"|xpertos en asuntos religiosos y sociales anticipan una relación difícil entre México y el Vaticano, pues pueden coincidir en temas como el migratorio, pero también se pueden producir desencuentros frente a fenómenos que golpean a los mexicanos, como la violencia y las desapariciones.",
407,2025-05-09,La Jornada AGS (sitio),Portales Estatales,"INE, IPN y UAM firman convenios de colaboración durante el PEEPJF 2024-2025",La aplicación del líquido indeleble y el marcaje de la Credencial para Votar garantizan que la ciudadanía vote en una sola ocasión,208000
408,2025-05-09,Canal 2 Las Estrellas,TV Abierta,INE firma convenios con el IPN y la UAM para producir tinta indeleble para elecciones.,"El Instituto Nacional Electoral (INE) ha suscrito convenios de colaboración con el Instituto Politécnico Nacional (IPN) y la Universidad Autónoma Metropolitana (UAM) para la producción de tinta indeleble, la cual será utilizada en la elección del Poder Judicial programada para el 1 de junio. 
 
 Se prevé la fabricación de más de 178,000 aplicadores que serán distribuidos a nivel nacional. Durante la firma de los convenios, estuvo presente Filiberto Vázquez, inventor de la tinta indeleble utilizada desde las elecciones de 1994, quien destacó la dificultad para removerla, mencionando métodos como el uso de un pelapapas o una lija para acero, enfatizando que solo puede ser eliminada al desprenderse la piel.",14584862
409,2025-05-09,Zócalo COAH (sitio),Portales Estatales,Gastará INE 232 mdp extra en personal para contar votos,Ciudad de México.- El INE gastará 232 millones 392 mil pesos adicionales para la contratación de 25 mil 245 empleados necesarios para el conteo de votos de la elección judicial.,660200
410,2025-05-09,Oliva Noticias VER (Sitio),Portales Estatales,"Firman INE, IPN y UAM convenios de colaboración durante el PEEPJF 2024-2025","En el marco del Proceso Electoral Extraordinario para la elección de diversos cargos del Poder Judicial de la Federación (PEEPJF) 2024-2025, el Instituto Nacional Electoral (INE), el Instituto Politécnico Nacional (IPN) y la Universidad Autónoma Metropolitana (UAM) firmaron convenios específicos de colaboración, en materia de producción y certificación del líquido indeleble que será utilizado en la Jornada Electoral del próximo 1 de junio.",32100
411,2025-05-09,Plano Informativo SLP (sitio),Portales Estatales,Gastará INE 232 mdp extra en personal para contar votos,El INE gastará 232 millones 392 mil pesos adicionales para la contratación de 25 mil 245 empleados necesarios para el conteo de votos de la elección judicial.,404200
412,2025-05-09,MSN Noticias EU (sitio),Portales Estatales,Elección judicial: Acuerdan INE y UAM producir tinta indeleble,"El Instituto Nacional Electoral (INE) y la Universidad Autónoma Metropolitana (UAM) firmaron ayer un convenio para producir la tinta indeleble que se utilizará en la elección judicial del próximo 1 de junio, con el que se permitirá marcar el pulgar de cada uno de los votantes.",1900000
413,2025-05-09,El Diario de Chihuahua CHIH (sitio),Portales Estatales,Gastará INE 232 mdp extra en personal para contar votos,"El INE gastará 232 millones 392 mil pesos adicionales para la contratación de 25 mil 245 empleados necesarios para el conteo de votos de la elección judicial.La Dirección de Organización del Instituto recordó que con el recorte presupuestal, sólo pudieron destinar para el pago de empleados en las 300 juntas distritales 592 millones 194 mil pesos. Publicidad",545000
414,2025-05-09,Amexi CDMX (Sitio),Portales Estatales,Tinta indeleble en la elección judicial: ¿cuánto durará?,Un material resistente a solventes comunes,51107
415,2025-05-09,Canal 22 Cultural,TV Abierta,"En entrevista, Fabiola Sagrario Sosa Rodríguez, jefa de Investigación en Crecimiento y Medio Ambiente de UAM Azcapotzalco, destacó su experiencia como finalista del premio Fronteras del Planeta.","En entrevista, Fabiola Sagrario Sosa Rodríguez, Jefa del área de Investigación en Crecimiento y Medio Ambiente de la UAMAX Azcapotzalco, compartió su experiencia como finalista del premio Fronteras del Planeta, considerado el Nobel de ecología. 
 
 Fabiola destacó la importancia de este reconocimiento para México y su orgullo de ser la primera mujer mexicana en alcanzar esta instancia. Su proyecto se centra en el rescate de la laguna La Piedad, que enfrenta serios problemas de contaminación por aguas residuales no tratadas. 
 
 Desde hace nueve años, Fabiola y su equipo trabajan en la recuperación de la laguna mediante la co-intervención con las comunidades locales, lo que incluye la construcción de humedales y un colector marginal. Este enfoque no solo busca restaurar el ecosistema, sino también generar beneficios económicos para los ejidatarios involucrados. 
 
 Fabiola enfatizó la necesidad de un tratamiento adecuado de las aguas residuales en México y la importancia de trabajar en colaboración con las comunidades para lograr un impacto significativo y sostenible.",378000
416,2025-05-09,Ovaciones (sitio),Portales Nacionales,El INE está listo para realizar las elecciones judiciales: Taddei,"La aplicación del líquido indeleble junto con el marcaje de la credencial para votar de la ciudadanía tiene como propósito garantizar que la ciudadanía vote en una sola ocasión durante la jornada electoral del próximo 1 de junio, asegurando así la integridad del proceso electoral, aseveró la presidenta del Instituto Nacional Electoral (INE), Guadalupe Taddei Zavala.",156173
417,2025-05-09,Reforma.com (sitio),Portales Nacionales,Gastará INE 232 mdp extra en personal para contar votos,El INE gastará 232 millones 392 mil pesos adicionales para la contratación de 25 mil 245 empleados necesarios para el conteo de votos de la elección judicial.,8200000
418,2025-05-09,Enfoque Noticias (Sitio),Portales Nacionales,"Lista la tinta indeleble para las elecciones, no es tóxica ni dañina a la piel","Está listo y en distribución el líquido indeleble y aplicadores, más de 178 mil que se usarán el 1 de junio, en las elecciones judiciales.",47800
419,2025-05-09,Noticias MVS (Sitio),Portales Nacionales,Guadalupe Taddei: Éxito de la elección judicial dependerá de la participación ciudadana,"La presidenta del Instituto Nacional Electoral (INE), Guadalupe Taddei Zavala, afirmó que el éxito de la reforma judicial dependerá de la afluencia que se registre en las urnas durante la jornada del 1 de junio.",558000
420,2025-05-09,EdoMex 91.7 Radio Mexiquense,Radio FM,"El INE recibió más de 170,000 aplicadores de líquido indeleble para la elección del 1 de junio.","La consejera presidente del Instituto Nacional Electoral (INE), Guadalupe Taddei, anunció la recepción de más de 170,000 aplicadores de líquido indeleble, gracias a un convenio con el Instituto Politécnico Nacional (IPN), para la elección extraordinaria del Poder Judicial de la Federación el 1 de junio de 2025. 
 
 Taddei destacó que esta tinta garantiza que los ciudadanos voten una sola vez, promoviendo un ejercicio electoral justo y transparente. 
 
 El convenio también incluye la producción de 14,823 aplicadores con líquido colorante y 74,115 tapas de aplicador para simulacros de capacitación de mesas directivas de casillas. 
 
 La Universidad Autónoma de México (UAM) Unidad Xochimilco validó la calidad del líquido indeleble. 
 
 Los aplicadores están siendo distribuidos en 300 distritos, con apoyo de las Fuerzas Armadas, desde el 30 de abril hasta el 17 de mayo.",
421,2025-05-09,Central Electoral (sitio),Portales Nacionales,"Versión estenográfica de la firma de convenio de colaboración INE-IPN-UAM, en el marco del Proceso Electoral Extraordinario del Poder Judicial de la Federación 2024-2025","Presentadora: Sean bienvenidas todas las personas al Acto Protocolario con motivo de la Firma de Convenio entre el Instituto Nacional Electoral, el Instituto Politécnico Nacional y la Universidad Autónoma Metropolitana, durante el Proceso Electoral Extraordinario del Poder Judicial de la Federación 2024-2025.",22300
422,2025-05-09,La Crónica de Hoy (sitio),Portales Nacionales,Garantiza UAM ante INE alta calidad de líquido indeleble para elecciones judiciales,"Atestigua inventor de esta tinta, Filiberto Vázquez, certificación y convenio de colaboración con IPN-UAM Xochimilco y 'el árbitro de la democracia'",312000
423,2025-05-09,Central Electoral (sitio),Portales Nacionales,El INE suscribió convenio de colaboración con el IPN y la UAM Unidad Xochimilco,"El INE suscribió un convenio de colaboración con el Instituto Politécnico Nacional y la Universidad Autónoma Metropolitana Unidad Xochimilco, que derivó en la producción de más de 158 mil aplicadores de líquido indeleble que se utilizarán en la primera edición de la elección del Poder Judicial.",22300
424,2025-05-09,Central Electoral (sitio),Portales Nacionales,Firma INE convenios con el IPN y la UAM Xochimilco para la producción de más de 178 mil aplicadores de líquido indeleble,Conoce más aquí:,22300
425,2025-05-09,Ke Buena (Sitio),Portales Estatales,Convocan juventudes de todo el país a la jornada nacional de tequios por la paz y contra las adicciones,"Más de un centenar de jóvenes, entre estudiantes, líderes juveniles y deportistas de alto rendimiento, se dieron cita en el Instituto Mexicano de la Juventud para la presentación de la Jornada Nacional de Tequios por la Paz y Contra las Adicciones, una iniciativa en línea con la estrategia del Gobierno de México que encabeza la Dra. Claudia Sheinbaum Pardo, que pone a los jóvenes al centro de la transformación de sus comunidades.",1307
426,2025-05-09,88.9 Noticias,Radio FM,"La consejera presidenta del INE, Guadalupe Taddei, destacó los convenios con el IPN y la UAM para garantizar la certeza de la elección del Poder Judicial.","La consejera presidenta del Instituto Nacional Electoral (INE), Guadalupe Taddei, anunció este viernes los convenios establecidos con el Instituto Politécnico Nacional (IPN) y la Universidad Autónoma Metropolitana (UAM) para asegurar la transparencia en la elección del Poder Judicial programada para el 1 de junio. 
 
 Desde 1994, el IPN ha sido responsable de la producción de más de 178,000 aplicadores de líquido indeleble, utilizados para marcar el pulgar de los votantes. Por su parte, la UAM se encarga de certificar la calidad de estos aplicadores. 
 
 El uso del líquido indeleble, junto con el marcaje de la credencial para votar, busca garantizar que cada ciudadano emita su voto una sola vez. Cabe destacar que este líquido es seguro y no presenta riesgos para la piel.",1130000
427,2025-05-09,Central Electoral (sitio),Portales Nacionales,"Firman INE, IPN y UAM convenios de colaboración durante el PEEPJF 2024-2025",Número 142,22300
